#tax_id	GeneID	Symbol	LocusTag	Synonyms	dbXrefs	chromosome	map_location	description	type_of_gene	Symbol_from_nomenclature_authority	Full_name_from_nomenclature_authority	Nomenclature_status	Other_designations	Modification_date	Feature_type
140	16190944	BHA117	BHA117	-	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20160813	-
140	16190945	BHA118	BHA118	-	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20150709	-
140	16190946	BHA119	BHA119	-	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20160813	-
140	16190947	BHA120	BHA120	-	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20150709	-
140	16190948	BHA121	BHA121	-	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20150709	-
140	16190949	BHA122	BHA122	-	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20150709	-
140	16190950	BHA123	BHA123	-	-	-	-	bipA	protein-coding	-	-	-	bipA|immunogenic protein A	20160903	-
140	16190951	BHA124	BHA124	-	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20150709	-
140	16190952	BHA125	BHA125	-	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20160903	-
140	16190953	BHA126	BHA126	-	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20150709	-
140	16190954	BHA127	BHA127	-	-	-	-	p23-like cell envelope protein	protein-coding	-	-	-	-	20150709	-
140	16190955	BHA128	BHA128	-	-	-	-	alp	protein-coding	-	-	-	alp|arthropod-associated lipoprotein	20160806	-
140	16190956	BHA129	BHA129	-	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20150709	-
140	16190957	BHA130	BHA130	-	-	-	-	bsr terminase 3	protein-coding	-	-	-	-	20160813	-
140	16190958	BHA131	BHA131	-	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20150709	-
140	16190959	BHA132	BHA132	-	-	-	-	putative plasmid partition protein	protein-coding	-	-	-	putative plasmid partition protein|PF49 protein	20160903	-
140	16190960	BHA133	BHA133	-	-	-	-	CobQ/CobB/MinD/ParA nucleotide binding domain protein	protein-coding	-	-	-	CobQ/CobB/MinD/ParA nucleotide binding domain protein|PF32	20150709	-
140	16190961	BHA134	BHA134	-	-	-	-	predicted plasmid partition protein	protein-coding	-	-	-	predicted plasmid partition protein|PF50	20160813	-
140	16190962	BHA135	BHA135	-	-	-	-	predicted plasmid partition protein	protein-coding	-	-	-	predicted plasmid partition protein|PF57/62	20160813	-
140	16190963	BHA136	BHA136	-	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20160813	-
140	16190964	BHA137	BHA137	-	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20160813	-
140	16190965	BHA138	BHA138	-	-	-	-	blyA family protein	protein-coding	-	-	-	blyA family protein|holin	20160903	-
140	16190966	BHA139	BHA139	-	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20160813	-
140	16190967	BHA140	BHA140	-	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20160813	-
140	16190968	BHA141	BHA141	-	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20160813	-
140	16190969	BHA142	BHA142	-	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20160813	-
140	16190970	BHA143	BHA143	-	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20150709	-
140	16190971	BHA144	BHA144	-	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20150709	-
140	16190972	BHA145	BHA145	-	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20150709	-
140	16190973	BHA146	BHA146	-	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20150709	-
140	16190974	BHA147	BHA147	-	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20150709	-
140	16190975	BHA148	BHA148	-	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20150709	-
140	16190976	BHA149	BHA149	-	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20150709	-
140	16190977	BHA150	BHA150	-	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20150709	-
140	16190978	BHA151	BHA151	-	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20150709	-
140	16190979	BHA152	BHA152	-	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20150709	-
140	16190980	BHA153	BHA153	-	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20160903	-
140	16190981	BHA154	BHA154	-	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20150709	-
140	16190982	BHA155	BHA155	-	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20150709	-
140	16190983	BHA156	BHA156	-	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20150709	-
140	16190984	BHA157	BHA157	-	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20150709	-
140	16190985	BHA158	BHA158	-	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20150709	-
140	16190986	BHA159	BHA159	-	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20150709	-
140	16190987	BHA160	BHA160	-	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20150709	-
140	16190988	BHA161	BHA161	-	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20150709	-
140	16190989	BHA162	BHA162	-	-	-	-	bdr-like protein	protein-coding	-	-	-	-	20160903	-
140	16190990	BHA163	BHA163	-	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20150709	-
140	16190991	LOC16190991	-	-	-	-	-	hypothetical protein	pseudo	-	-	-	-	20150709	-
140	16190992	BHA165	BHA165	-	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20150709	-
140	16190993	BHA166	BHA166	-	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20150709	-
140	16190994	BHA167	BHA167	-	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20150709	-
140	16190995	BHA009	BHA009	-	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20150709	-
140	16190996	BHA029	BHA029	-	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20160903	-
140	16190997	BHA052	BHA052	-	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20150709	-
140	16190998	BHA054	BHA054	-	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20150709	-
140	16190999	BHA045	BHA045	-	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20150709	-
140	16191000	BHA046	BHA046	-	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20150709	-
140	16191001	BHA038	BHA038	-	-	-	-	putative lipoprotein	protein-coding	-	-	-	-	20150709	-
140	16191002	BHA003	BHA003	-	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20150709	-
140	16191003	BHA034	BHA034	-	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20160813	-
140	16191004	BHA008	BHA008	-	-	-	-	fhbA	protein-coding	-	-	-	fhbA|factor H binding protein	20150709	-
140	16191005	BHA023	BHA023	-	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20160903	-
140	16191006	LOC16191006	-	-	-	-	-	BBK07-like protein	pseudo	-	-	-	-	20150709	-
140	16191007	BHA030	BHA030	-	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20160813	-
140	16191008	BHA041	BHA041	-	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20150709	-
140	16191009	BHA011	BHA011	-	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20150709	-
141	25026160	NEWENTRY	-	-	-	-	-	Record to support submission of GeneRIFs for a gene not in Gene (Spirochaeta parkeri.  Use when strain, subtype, isolate, etc. is unspecified, or when different from all specified ones in Gene.).	other	-	-	-	-	20160818	-
142	6741051	NEWENTRY	-	-	-	-	-	Record to support submission of GeneRIFs for a gene not in Gene (Spirochaeta turicatae.  Use when strain, subtype, isolate, etc. is unspecified, or when different from all specified ones in Gene.).	other	-	-	-	-	20160818	-
154	9777782	NEWENTRY	-	-	-	-	-	Record to support submission of GeneRIFs for a gene not in Gene (Use when strain, subtype, isolate, etc. is unspecified, or when different from all specified ones in Gene.).	other	-	-	-	-	20190316	-
158	1119924	rep	pTS1_p1	-	-	-	-	replication protein	protein-coding	-	-	-	replication protein|Rep	20130131	-
158	1119925	mob	pTS1_p2	-	-	-	-	mobilization protein	protein-coding	-	-	-	mobilization protein|Mob	20160730	-
158	2827861	NEWENTRY	-	-	-	-	-	Record to support submission of GeneRIFs for a gene not in Gene (Spirillum dentium; Spirochaeta ambigua; Spirochaeta comandonii; Spirochaeta dentium; Spirochaeta microdentium; Spirochaeta orthodonta; Spirochaete denticola; Spirochaete dentium; Spironema dentium; Treponema ambiguum; Treponema comandonii; Treponema dentium; Treponema dentium-stenogyratum; Treponema microdentium; Treponema orthodontum.  Use when strain, subtype, isolate, etc. is unspecified, or when different from all specified ones in Gene.).	other	-	-	-	-	20190928	-
159	7670310	NEWENTRY	-	-	-	-	-	Record to support submission of GeneRIFs for a gene not in Gene (Serpulina hyodysenteriae; Treponema hyodysenteriae.  Use when strain, subtype, isolate, etc. is unspecified, or when different from all specified ones in Gene.).	other	-	-	-	-	20181022	-
160	2827863	NEWENTRY	-	-	-	-	-	Record to support submission of GeneRIFs for a gene not in Gene (Microspironema pallidum; Spirillum pallidum; Spirochaeta pallida; Spironema pallidum.  Use when strain, subtype, isolate, etc. is unspecified, or when different from all specified ones in Gene.).	other	-	-	-	-	20191026	-
167	10445792	NEWENTRY	-	-	-	-	-	Record to support submission of GeneRIFs for a gene not in Gene (Use when strain, subtype, isolate, etc. is unspecified, or when different from all specified ones in Gene.).	other	-	-	-	-	20110419	-
172	6240085	NEWENTRY	-	-	-	-	-	Record to support submission of GeneRIFs for a gene not in Gene (Use when strain, subtype, isolate, etc. is unspecified, or when different from all specified ones in Gene.).	other	-	-	-	-	20150421	-
173	2827865	NEWENTRY	-	-	-	-	-	Record to support submission of GeneRIFs for a gene not in Gene (Leptospira icteroides; Spirochaeta icterogenes; Spirochaeta icterohaemorrhagiae; Spirochaeta interrogans; Spirochaeta nodosa.  Use when strain, subtype, isolate, etc. is unspecified, or when different from all specified ones in Gene.).	other	-	-	-	-	20190615	-
174	4463573	NEWENTRY	-	-	-	-	-	Record to support submission of GeneRIFs for a gene not in Gene (Use when strain, subtype, isolate, etc. is unspecified, or when different from all specified ones in Gene.).	other	-	-	-	-	20181022	-
180	3337110	ORF438	p49879_2p31	-	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20160827	-
180	3337111	ORF961	p49879_2p11	-	-	-	-	transposase-like protein	protein-coding	-	-	-	transposase-like protein|hypothetical protein	20160827	-
180	3337112	ORF213	p49879_2p07	-	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20160827	-
180	3337113	ORF234	p49879_2p15	-	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20160827	-
180	3337114	ORF236	p49879_2p25	-	-	-	-	TraA-like protein	protein-coding	-	-	-	TraA-like protein|ORF504	20160827	-
180	3337115	ORF243	p49879_2p33	-	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20160827	-
180	3337116	ORF248	p49879_2p01	-	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20150520	-
180	3337117	ORF264	p49879_2p04	-	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20150520	-
180	3337118	ORF271	p49879_2p24	-	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20150520	-
180	3337119	ORF334	p49879_2p09	-	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20160827	-
180	3337120	ORF376	p49879_2p30	-	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20150520	-
180	3337121	ORF88.1	p49879_2p19	-	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20150520	-
180	3337122	ORF88.2	p49879_2p28	-	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20150520	-
180	3337123	ORF94	p49879_2p05	-	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20150520	-
180	3337124	ORF98	p49879_2p18	-	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20150520	-
180	3337125	ORF100	p49879_2p21	-	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20160827	-
180	3337126	ORF110	p49879_2p26	-	-	-	-	MobS-like protein	protein-coding	-	-	-	MobS-like protein|hypothetical protein	20150520	-
180	3337127	ORF120	p49879_2p23	-	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20150520	-
180	3337128	ORF131	p49879_2p08	-	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20160827	-
180	3337129	ORF133	p49879_2p32	-	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20150520	-
180	3337130	ORF139	p49879_2p16	-	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20150520	-
180	3337131	ORF170	p49879_2p27	-	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20160827	-
180	3337132	ORF187	p49879_2p13	-	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20150520	-
180	3337133	ORF189	p49879_2p03	-	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20160827	-
180	3337134	ORF195	p49879_2p17	-	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20150520	-
180	3337135	ORF198	p49879_2p12	-	-	-	-	resolvase-like protein	protein-coding	-	-	-	resolvase-like protein|hypothetical protein	20150520	-
180	3337136	ORF209	p49879_2p20	-	-	-	-	ParA-like protein	protein-coding	-	-	-	ParA-like protein|hypothetical protein	20150520	-
180	3337137	ORF47	p49879_2p14	-	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20150520	-
180	3337138	ORF60	p49879_2p02	-	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20150520	-
180	3337139	ORF77.1	p49879_2p29	-	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20160827	-
180	3337140	ORF77.2	p49879_2p10	-	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20160827	-
180	3337141	ORF86	p49879_2p22	-	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20150711	-
180	3337142	ORF400	p49879_2p06	-	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20160827	-
180	3345824	ORF187	p49879_1p02	-	-	-	-	ORF187	protein-coding	-	-	-	-	20150520	-
180	3345825	ORF989	p49879_1p12	-	-	-	-	transposase-like protein	protein-coding	-	-	-	transposase-like protein	20160827	-
180	3345826	ORF231	p49879_1p21	-	-	-	-	ORF231	protein-coding	-	-	-	-	20150520	-
180	3345827	ORF234	p49879_1p16	-	-	-	-	ORF234	protein-coding	-	-	-	-	20150520	-
180	3345828	ORF91	p49879_1p15	-	-	-	-	ORF91	protein-coding	-	-	-	-	20150520	-
180	3345829	ORF449	p49879_1p30	-	-	-	-	ORF449	protein-coding	-	-	-	-	20150520	-
180	3345830	ORF127	p49879_1p09	-	-	-	-	ORF127	protein-coding	-	-	-	-	20160827	-
180	3345831	ORF320	p49879_1p06	-	-	-	-	ORF320	protein-coding	-	-	-	-	20150520	-
180	3345832	ORF477	p49879_1p04	-	-	-	-	ORF477	protein-coding	-	-	-	-	20150711	-
180	3345833	ORF94	p49879_1p18	-	-	-	-	MobS mobilization-like protein	protein-coding	-	-	-	MobS mobilization-like protein	20150520	-
180	3345834	ORF237	p49879_1p17	-	-	-	-	TraA mobilization-like protein	protein-coding	-	-	-	TraA mobilization-like protein	20160827	-
180	3345835	ORF289	p49879_1p32	-	-	-	-	ORF289	protein-coding	-	-	-	-	20150520	-
180	3345836	ORF209	p49879_1p10	-	-	-	-	ParA partitioning-like protein	protein-coding	-	-	-	ParA partitioning-like protein	20150520	-
180	3345837	ORF133	p49879_1p22	-	-	-	-	ORF133	protein-coding	-	-	-	-	20150520	-
180	3345838	ORF151	p49879_1p19	-	-	-	-	ORF151	protein-coding	-	-	-	-	20160827	-
180	3345839	ORF178	p49879_1p14	-	-	-	-	ORF178	protein-coding	-	-	-	-	20150520	-
180	3345840	ORF314	p49879_1p23	-	-	-	-	ORF314	protein-coding	-	-	-	-	20150520	-
180	3345841	ORF405	p49879_1p24	-	-	-	-	ORF405	protein-coding	-	-	-	-	20150520	-
180	3345842	ORF100	p49879_1p08	-	-	-	-	ORF100	protein-coding	-	-	-	-	20150520	-
180	3345843	ORF325	p49879_1p31	-	-	-	-	ORF325	protein-coding	-	-	-	-	20150520	-
180	3345844	ORF142	p49879_1p20	-	-	-	-	ORF142	protein-coding	-	-	-	-	20150520	-
180	3345845	ORF175	p49879_1p26	-	-	-	-	ORF175	protein-coding	-	-	-	-	20160827	-
180	3345846	ORF307	p49879_1p27	-	-	-	-	ORF307	protein-coding	-	-	-	-	20150520	-
180	3345847	ORF140	p49879_1p01	-	-	-	-	ORF140	protein-coding	-	-	-	-	20150711	-
180	3345848	ORF1012	p49879_1p29	-	-	-	-	ORF1012	protein-coding	-	-	-	-	20160827	-
180	3345849	ORF423	p49879_1p25	-	-	-	-	ORF423	protein-coding	-	-	-	-	20150711	-
180	3345850	ORF82	p49879_1p07	-	-	-	-	ORF82	protein-coding	-	-	-	-	20150520	-
180	3345851	ORF83	p49879_1p13	-	-	-	-	ORF83	protein-coding	-	-	-	-	20150520	-
180	3345852	ORF62	p49879_1p28	-	-	-	-	ORF62	protein-coding	-	-	-	-	20160827	-
180	3345853	ORF87	p49879_1p03	-	-	-	-	ORF87	protein-coding	-	-	-	-	20150711	-
180	3345854	ORF98	p49879_1p05	-	-	-	-	ORF98	protein-coding	-	-	-	-	20150520	-
180	3345855	ORF199	p49879_1p11	-	-	-	-	resolvase-like protein	protein-coding	-	-	-	resolvase-like protein	20150520	-
180	3759980	NEWENTRY	-	-	-	-	-	Record to support submission of GeneRIFs for a gene not in Gene (Use when strain, subtype, isolate, etc. is unspecified, or when different from all specified ones in Gene.).	other	-	-	-	-	20181022	-
192	13160983	NEWENTRY	-	-	-	-	-	Record to support submission of GeneRIFs for a gene not in Gene (Azospirillum brasiliense; Roseomonas fauriae; Spirillum lipoferum.  Use when strain, subtype, isolate, etc. is unspecified, or when different from all specified ones in Gene.).	other	-	-	-	-	20190803	-
192	36107055	AMK58_RS00025	AMK58_RS00025	AMK58_00025	-	-	-	pseudo	pseudo	-	-	-	-	20180308	-
192	36107056	AMK58_RS00035	AMK58_RS00035	AMK58_00035	-	-	-	pseudo	pseudo	-	-	-	-	20180308	-
192	36107057	AMK58_RS00040	AMK58_RS00040	AMK58_00040	-	-	-	O-succinylhomoserine sulfhydrylase	protein-coding	-	-	-	-	20191025	-
192	36107058	AMK58_RS00045	AMK58_RS00045	AMK58_00045	-	-	-	anti-sigma factor antagonist	protein-coding	-	-	-	-	20180309	-
192	36107059	AMK58_RS00050	AMK58_RS00050	AMK58_00050	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20180309	-
192	36107060	AMK58_RS00055	AMK58_RS00055	AMK58_00055	-	-	-	DNA mismatch repair protein MutS	protein-coding	-	-	-	-	20180309	-
192	36107061	AMK58_RS00060	AMK58_RS00060	AMK58_00060	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20180309	-
192	36107062	AMK58_RS00065	AMK58_RS00065	AMK58_00065	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20180309	-
192	36107063	AMK58_RS00070	AMK58_RS00070	AMK58_00070	-	-	-	[protein-PII] uridylyltransferase	protein-coding	-	-	-	-	20180309	-
192	36107064	AMK58_RS00075	AMK58_RS00075	AMK58_00075	-	-	-	PAP2 family protein	protein-coding	-	-	-	-	20180309	-
192	36107065	AMK58_RS00080	AMK58_RS00080	AMK58_00080	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20191025	-
192	36107066	AMK58_RS00085	AMK58_RS00085	AMK58_00085	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20180309	-
192	36107067	AMK58_RS00090	AMK58_RS00090	AMK58_00090	-	-	-	branched-chain amino acid ABC transporter substrate-binding protein	protein-coding	-	-	-	-	20180309	-
192	36107068	AMK58_RS00095	AMK58_RS00095	AMK58_00095	-	-	-	PAS domain S-box protein	protein-coding	-	-	-	-	20191025	-
192	36107069	AMK58_RS29310	AMK58_RS29310	-	-	-	-	pseudo	pseudo	-	-	-	-	20180308	-
192	36107070	AMK58_RS00010	AMK58_RS00010	AMK58_00010	-	-	-	pseudo	pseudo	-	-	-	-	20180308	-
192	36107071	AMK58_RS00015	AMK58_RS00015	AMK58_00015	-	-	-	pseudo	pseudo	-	-	-	-	20180308	-
192	36107072	AMK58_RS00020	AMK58_RS00020	AMK58_00020	-	-	-	pseudo	pseudo	-	-	-	-	20180308	-
192	36107073	AMK58_RS00030	AMK58_RS00030	AMK58_00030	-	-	-	penicillin-binding protein activator	protein-coding	-	-	-	-	20180521	-
192	36107074	AMK58_RS00100	AMK58_RS00100	AMK58_00100	-	-	-	murein biosynthesis integral membrane protein MurJ	protein-coding	-	-	-	-	20180309	-
192	36107075	AMK58_RS00105	AMK58_RS00105	AMK58_00105	-	-	-	tryptophan--tRNA ligase	protein-coding	-	-	-	-	20180309	-
192	36107076	AMK58_RS00110	AMK58_RS00110	AMK58_00110	-	-	-	pyrrolidone-carboxylate peptidase	protein-coding	-	-	-	-	20180309	-
192	36107077	AMK58_RS00115	AMK58_RS00115	AMK58_00115	-	-	-	YkgJ family cysteine cluster protein	protein-coding	-	-	-	-	20180309	-
192	36107078	AMK58_RS00120	AMK58_RS00120	AMK58_00120	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20191025	-
192	36107079	AMK58_RS00125	AMK58_RS00125	AMK58_00125	-	-	-	MarR family transcriptional regulator	protein-coding	-	-	-	-	20191025	-
192	36107080	AMK58_RS00130	AMK58_RS00130	AMK58_00130	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20180309	-
192	36107081	AMK58_RS00135	AMK58_RS00135	AMK58_00135	-	-	-	type B chloramphenicol O-acetyltransferase	protein-coding	-	-	-	-	20180309	-
192	36107082	AMK58_RS00140	AMK58_RS00140	AMK58_00140	-	-	-	TetR/AcrR family transcriptional regulator	protein-coding	-	-	-	-	20180309	-
192	36107083	AMK58_RS00145	AMK58_RS00145	AMK58_00145	-	-	-	3-oxoacyl-ACP reductase	protein-coding	-	-	-	-	20191025	-
192	36107084	AMK58_RS00150	AMK58_RS00150	AMK58_00150	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20191025	-
192	36107085	AMK58_RS00155	AMK58_RS00155	AMK58_00155	-	-	-	alpha/beta hydrolase	protein-coding	-	-	-	-	20191025	-
192	36107086	AMK58_RS00160	AMK58_RS00160	AMK58_00160	-	-	-	polyamine aminopropyltransferase	protein-coding	-	-	-	-	20180309	-
192	36107087	AMK58_RS00165	AMK58_RS00165	AMK58_00165	-	-	-	adenosylmethionine decarboxylase	protein-coding	-	-	-	-	20191025	-
192	36107088	AMK58_RS00170	AMK58_RS00170	AMK58_00170	-	-	-	peptidase C26	protein-coding	-	-	-	-	20191025	-
192	36107089	AMK58_RS00175	AMK58_RS00175	AMK58_00175	-	-	-	MarR family transcriptional regulator	protein-coding	-	-	-	-	20180309	-
192	36107090	AMK58_RS00180	AMK58_RS00180	AMK58_00180	-	-	-	FAA hydrolase family protein	protein-coding	-	-	-	-	20180309	-
192	36107091	AMK58_RS00185	AMK58_RS00185	AMK58_00185	-	-	-	exodeoxyribonuclease III	protein-coding	-	-	-	-	20180309	-
192	36107092	AMK58_RS00190	AMK58_RS00190	AMK58_00190	-	-	-	histidine phosphatase family protein	protein-coding	-	-	-	-	20191025	-
192	36107093	AMK58_RS00195	AMK58_RS00195	AMK58_00195	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20191025	-
192	36107094	AMK58_RS00200	AMK58_RS00200	AMK58_00200	-	-	-	sensor domain-containing diguanylate cyclase	protein-coding	-	-	-	-	20191025	-
192	36107095	AMK58_RS00205	AMK58_RS00205	AMK58_00205	-	-	-	colanic acid biosynthesis glycosyltransferase WcaL	protein-coding	-	-	-	-	20191025	-
192	36107096	AMK58_RS00210	AMK58_RS00210	AMK58_00210	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20191025	-
192	36107097	AMK58_RS00215	AMK58_RS00215	AMK58_00215	-	-	-	ABC transporter ATP-binding protein	protein-coding	-	-	-	-	20180309	-
192	36107098	AMK58_RS00220	AMK58_RS00220	AMK58_00220	-	-	-	cyclic nucleotide-binding domain-containing protein	protein-coding	-	-	-	-	20180309	-
192	36107099	AMK58_RS00225	AMK58_RS00225	AMK58_00225	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20191025	-
192	36107100	AMK58_RS29315	AMK58_RS29315	-	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20180308	-
192	36107101	AMK58_RS00230	AMK58_RS00230	AMK58_00230	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20180309	-
192	36107102	AMK58_RS00235	AMK58_RS00235	AMK58_00235	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20180309	-
192	36107103	AMK58_RS00240	AMK58_RS00240	AMK58_00240	-	-	-	ABC transporter ATP-binding protein	protein-coding	-	-	-	-	20180309	-
192	36107104	AMK58_RS00245	AMK58_RS00245	AMK58_00245	-	-	-	peptide ABC transporter substrate-binding protein	protein-coding	-	-	-	-	20180309	-
192	36107105	AMK58_RS00250	AMK58_RS00250	AMK58_00250	-	-	-	ABC transporter permease	protein-coding	-	-	-	-	20180309	-
192	36107106	AMK58_RS00255	AMK58_RS00255	AMK58_00255	-	-	-	ABC transporter permease	protein-coding	-	-	-	-	20191025	-
192	36107107	AMK58_RS00260	AMK58_RS00260	AMK58_00260	-	-	-	DUF882 domain-containing protein	protein-coding	-	-	-	-	20180309	-
192	36107108	AMK58_RS00265	AMK58_RS00265	AMK58_00265	-	-	-	MBL fold metallo-hydrolase	protein-coding	-	-	-	-	20180309	-
192	36107109	AMK58_RS00270	AMK58_RS00270	AMK58_00270	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20180309	-
192	36107110	AMK58_RS00275	AMK58_RS00275	AMK58_00275	-	-	-	sorbosone dehydrogenase family protein	protein-coding	-	-	-	-	20180309	-
192	36107111	AMK58_RS00280	AMK58_RS00280	AMK58_00280	-	-	-	membrane protein	protein-coding	-	-	-	-	20180309	-
192	36107112	AMK58_RS00285	AMK58_RS00285	AMK58_00285	-	-	-	DNA-binding response regulator	protein-coding	-	-	-	-	20180309	-
192	36107113	AMK58_RS00290	AMK58_RS00290	AMK58_00290	-	-	-	GTP cyclohydrolase II	protein-coding	-	-	-	-	20191025	-
192	36107114	AMK58_RS00295	AMK58_RS00295	AMK58_00295	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20191025	-
192	36107115	AMK58_RS00300	AMK58_RS00300	AMK58_00300	-	-	-	transpeptidase	protein-coding	-	-	-	-	20191025	-
192	36107116	AMK58_RS00305	AMK58_RS00305	AMK58_00305	-	-	-	YggS family pyridoxal phosphate-dependent enzyme	protein-coding	-	-	-	-	20180309	-
192	36107117	AMK58_RS00310	AMK58_RS00310	AMK58_00310	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20180309	-
192	36107118	AMK58_RS00315	AMK58_RS00315	AMK58_00315	-	-	-	porin	protein-coding	-	-	-	-	20191025	-
192	36107119	AMK58_RS00320	AMK58_RS00320	AMK58_00320	-	-	-	porin	protein-coding	-	-	-	-	20191025	-
192	36107120	AMK58_RS00325	AMK58_RS00325	AMK58_00325	-	-	-	DUF3576 domain-containing protein	protein-coding	-	-	-	-	20180309	-
192	36107121	AMK58_RS00330	AMK58_RS00330	AMK58_00330	-	-	-	leucine--tRNA ligase	protein-coding	-	-	-	-	20180309	-
192	36107122	AMK58_RS00335	AMK58_RS00335	AMK58_00335	-	-	-	hypothetical protein	protein-coding	-	-	-	-	20191025	-
192	36107123	AMK58_RS00340	AMK58_RS00340	AMK58_00340	-	-	-	DNA polymerase III subunit delta	protein-coding	-	-	-	-	20180309	-
